,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
60,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,JWS: Syrian National Army,,Syria,6082533,2019-05-04,SYR59854,59854,Battles,0,1,8,2,28,760,SYR,36.5435,Al-Malikeyyeh,36.9904,"On 4 May 2019, Turkish forces supported by their Syrian National Army allies captured the town of Al-Malikeyyeh in Aleppo province from YPG fighters with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164585,2019
61,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JWS: Syrian National Army,,Syria,6081813,2019-05-04,SYR59856,59856,Battles,0,1,8,2,28,760,SYR,36.5503,Shewargha Guzan,36.9616,"On 4 May 2019, Turkish forces supported by their Syrian National Army allies captured the town of Shewargha Guzan from YPG fighters. Amid Turkish shelling neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164584,2019
62,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6079182,2019-05-04,SYR60011,60011,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5248,Ein Daqneh,37.0776,"On 4 May 2019, Turkish forces shelled YPG positions in the town of Ein Daqneh with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164581,2019
63,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Mare',,,Syria,6081372,2019-05-04,SYR60012,60012,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.4325,Herbel,37.1650,"On 4 May 2019, Turkish forces shelled YPG positions in the town of Herbel with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2019
64,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6081128,2019-05-04,SYR60013,60013,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5220,Menagh - Military Airport,37.0383,"On 4 May 2019, Turkish forces shelled the Menagh Military Airport which is held by YPG forces with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164583,2019
65,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6081252,2019-05-04,SYR60014,60014,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.4793,Sheikh Isa,37.1467,"On 4 May 2019, Turkish forces shelled YPG positions in the town of Sheikh Isa with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164583,2019
66,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,Islamist Militia (Syria),,Syria,5673235,2019-05-03,SYR60008,60008,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.4726,Tall Refaat,37.0941,"On 3 May 2019, Turkish forces and their Islamist faction allies shelled YPG positions in northern Aleppo province with neither injuries nor fatalities reported.",Middle East,SOHR,Other,Shelling/artillery/missile attack,1,1564753635,2019
67,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Al Bab,Al Bab,,,Syria,5673306,2019-05-02,SYR60015,60015,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.4108,Tal Jijin,37.3411,"On 2 May 2019, Turkish forces shelled YPG positions in the Tal Jijin area with neither injuries nor fatalities reported.",Middle East,SOHR,Other,Shelling/artillery/missile attack,1,1564753635,2019
68,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6081623,2019-05-02,SYR60016,60016,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.4726,Tall Refaat,37.0941,"On 2 May 2019, Turkish forces shelled YPG positions in the Tall Refaat area with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2019
69,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,A'zaz,A'zaz,,,Syria,5673307,2019-05-02,SYR60057,60057,Explosions/Remote violence,0,2,2,8,28,760,SYR,36.5361,Kaljibrin,37.1175,"On 2 May 2019, YPG fighters shelled Turkish forces in the Kaljibrin area with neither injuries nor fatalities reported.",Middle East,SOHR,Other,Shelling/artillery/missile attack,1,1564753635,2019
70,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,A'zaz,A'zaz,,,Syria,6077097,2019-05-01,SYR60058,60058,Explosions/Remote violence,10,2,2,8,28,760,SYR,36.5511,Maraanaz,37.0187,"On 1 May, 2019, YPG targeted 2 Turkish armored personnel carriers near Maraanaz in northern Aleppo countryside using ATGMs. Fatalities were reported. Unknown fatalities coded as 10.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164571,2019
71,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6080181,2019-04-28,SYR60017,60017,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6978,Tell Abiad,38.9548,"On 28 April 2019, Turkish forces targeted a YPG convoy west of Tell Abiad in Ar-Raqqa. Neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164582,2019
72,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,6046089,2019-04-19,SYR59170,59170,Explosions/Remote violence,10,2,2,8,28,760,SYR,36.5304,Mreimin Afrin,36.9496,"On 19 April, 2019, YPG targeted a Turkish tank in near Mreimin Afrin in northern Aleppo countryside using an ATGM, killing and wounding several Turkish soldiers. Unknown fatalities coded as 10.",Middle East,SOHR; Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164399,2019
73,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6076012,2019-04-15,SYR59168,59168,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.4726,Tall Refaat,37.0941,"On 15 April 2019, Turkish forces shelled YPG positions in the Tall Refaat area with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2019
74,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6076254,2019-04-15,SYR59169,59169,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5554,Kafr Kalbein,37.0886,"On 15 April 2019, Turkish forces shelled YPG positions in the village of Kafr Kalbein with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164570,2019
75,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6075239,2019-04-11,SYR58843,58843,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.4726,Tall Refaat,37.0941,"On 11 April 2019, Turkish military forces shelled YPG fighters in the vicinity of the town of Tall Refaat with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164568,2019
76,YPG: Peoples Protection Units,YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5674933,2019-03-25,SYR54882,54882,Battles,2,2,2,2,22,760,SYR,36.6108,Alia,40.1045,"On March 25, 2019, a Kurdish YPG fighter shot and killed 2 Arabic fighters of the same group near Alia camp in Ras Al Ain countryside, claiming they had disrespected a deceased Kurdish YPG fighter.",Middle East,SHAM,National,Armed clash,1,1564753637,2019
77,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6075822,2019-03-21,SYR54622,54622,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5220,Menagh - Military Airport,37.0383,"On 21 March 2019, Turkish forces shelled YPG positions in the Menagh Military Airport with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2019
78,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6081497,2019-03-21,SYR54623,54623,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5248,Ein Daqneh,37.0776,"On 21 March 2019, Turkish forces shelled YPG positions in the town of Ein Daqneh with neither injuries nor fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2019
79,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Jandairis,,,Syria,5854192,2019-02-09,SYR52865,52865,Battles,1,2,2,8,28,760,SYR,36.3925,Jandairis,36.6896,"YPG attacked a Turkish army members present on Jandairis road in Afrin district of Aleppo. This attack along with the one on 8 February, killed 1 Turkish soldier and wounded 6 others. 1 fatality coded to this event.",Middle East,SOHR,Other,Armed clash,1,1567462262,2019
80,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Jandairis,,,Syria,5856221,2019-02-08,SYR52864,52864,Battles,0,2,2,8,28,760,SYR,36.3925,Jandairis,36.6896,"YPG attacked a Turkish army members present near Jandairis in Afrin district of Aleppo. This attack along with the one on 9 February, killed 1 Turkish soldier and wounded 6 others. 1 fatality coded to the event on 9 February.",Middle East,SOHR,Other,Armed clash,1,1567462265,2019
81,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6075807,2019-01-25,SYR51982,51982,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.4726,Tall Refaat,37.0941,Turkish forces shelled YPG positions in the town of Tall Refaat with no injuries or fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2019
82,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6080073,2019-01-24,SYR51981,51981,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.4726,Tall Refaat,37.0941,Turkish forces shelled YPG positions in the town of Tall Refaat with no injuries or fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164582,2019
83,YPG: Peoples Protection Units,Former Operation Olive Branch,Aleppo,Afrin,Afrin,,Opposition Rebels (Syria),Syria,5677596,2019-01-19,SYR51710,51710,Explosions/Remote violence,1,1,2,2,22,760,SYR,36.4233,Kimar,36.8959,"YPG shelled Kimar in northern Aleppo countryside, killing 1 opposition rebel under former Operation Olive Branch and wounding 5 other fighters.",Middle East,SOHR,Other,Shelling/artillery/missile attack,1,1564753641,2019
84,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5839819,2019-01-12,SYR51521,51521,Battles,0,1,8,2,28,760,SYR,36.8494,Ras Al Ain,40.0747,Turkish forces fired shot towards Ras Al Ain in Al-Hasakeh in response to shots fired by YPG fighters on Yalanij along the Turkish-Syrian border.,Middle East,SHAM,National,Armed clash,1,1567462244,2019
85,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6079163,2019-01-11,SYR51493,51493,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.6967,Sawsak,38.8329,Turkish forces shelled YPG positions in Sawsak village in the vicinity of Tell Abiad in Ar-Raqqa. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164581,2019
86,YPG: Peoples Democratic Forces - Anti-Terror Unit,Military Forces of Turkey (2016-),Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,6080394,2019-01-10,SYR51417,51417,Battles,0,1,2,8,28,760,SYR,37.1745,Al-Malikeyyeh,42.1403,YPG targeted and downed a Turkish UAV over al-Malikeyyeh in eastern al-Hasakeh countryside.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164582,2019
87,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Islamist Militia (Syria),,Syria,5862456,2018-12-16,SYR50498,50498,Explosions/Remote violence,2,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,Turkish forces and their Islamist faction allies fired rocket shells at the Bineh area on the outskirts of the Afrin area which is controlled by YPG and loyalist militia fighters. The shelling caused material damage and killed 2 YPG fighters while injuring others.,Middle East,SOHR,Other,Shelling/artillery/missile attack,1,1567462273,2018
88,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,6076843,2018-12-14,SYR50233,50233,Explosions/Remote violence,0,2,2,8,28,760,SYR,36.5111,Afrin,36.8655,YPG fighters fired an ATGM missile at Turkish forces in the Afrin area with no injuries or fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164570,2018
89,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6044603,2018-12-13,SYR50187,50187,Explosions/Remote violence,1,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"YPG fighters targeted, presumably with some form of artillery Turkish forces in the area between Afrin and the Aleppo countryside, killing 1 Turkish soldier and injuring four.",Middle East,SOHR; Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164397,2018
90,YPG: Peoples Protection Units,Former Operation Olive Branch,Aleppo,Afrin,Afrin,,Opposition Rebels (Syria),Syria,5679267,2018-12-03,SYR49944,49944,Explosions/Remote violence,1,1,2,2,22,760,SYR,36.4603,Bassilhaya,36.9539,"A missile, likely fired by YPG cells, targeted an opposition factions under former Operation Olive Branch in Bassilhaya in Afrin district of Aleppo province, killing 1 factions commander and wounding 3 others.",Middle East,SOHR,Other,Shelling/artillery/missile attack,1,1564753644,2018
91,YPG: Peoples Protection Units,Former Operation Olive Branch,Aleppo,Afrin,Afrin,,Opposition Rebels (Syria),Syria,5679271,2018-12-02,SYR49926,49926,Battles,2,1,2,2,22,760,SYR,36.4634,Deir Meshmesh,36.9172,"Clashes took place between armed gunmen, believed to be members of a YPG cell, against opposition rebels under former Operation Olive Branch, in Deir Meshmesh in Afrin district of Aleppo province, amid an exchange of targeting. 2 fighters were killed and several were wounded as a result of the clash.",Middle East,SOHR,Other,Armed clash,1,1564753644,2018
92,YPG: Peoples Protection Units,Former Operation Olive Branch,Aleppo,Afrin,Bulbul,,Opposition Rebels (Syria),Syria,5679323,2018-11-30,SYR49664,49664,Battles,0,1,2,2,22,760,SYR,36.7772,Hayamli,36.7873,"Clashes took place between a group of YPG fighters and an opposition faction under former Operation Olive Branch in Hayamli in northern Aleppo countryside following an attack by the former. Casualties from both sides were reported, however, no fatalities were reported.",Middle East,SOHR,Other,Armed clash,1,1564753644,2018
93,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Darbasiyah,,,Syria,5840600,2018-11-19,SYR49353,49353,Explosions/Remote violence,0,1,8,2,28,760,SYR,37.0649,Jatal,40.6244,Military Forces of Turkey targeted a YPG position in Jatal in northern al-Hasakeh countryside with machine guns. Neither fatalities nor injuries were reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2018
94,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Ain Al Arab,Lower Shyookh,,,Syria,6077071,2018-11-19,SYR49465,49465,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.8346,Zur Maghar,38.0347,Military Forces of Turkey shelled Zur Maghar in eastern Aleppo countryside targeting YPG. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164571,2018
95,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6081487,2018-11-18,SYR49456,49456,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6978,Tell Abiad,38.9548,"Military Forces of Turkey shelled areas in Tell Abiad sub-district of Ar-Raqqa province, destroying a YPG vehicle. Neither fatalities nor injuries were reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2018
96,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Suluk,,,Syria,6080991,2018-11-07,SYR48837,48837,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5967,Suluk,39.1264,Turkish forces targeted with heavy machine guns YPG positions near Suluk village in the countryside of Tell Abiad in Ar-Raqqa. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164583,2018
97,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5844149,2018-11-06,SYR48835,48835,Explosions/Remote violence,1,1,8,2,28,760,SYR,36.8494,Ras Al Ain,40.0747,"Turkish Forces shelled YPG positions in Ras Al Ain in Al-Hasakeh with heavy machine guns artillery, killing 1 YPG fighter.",Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462249,2018
98,Military Forces of Turkey (2016-),Former Operation Olive Branch,Aleppo,Afrin,Afrin,,Opposition Rebels (Syria),Syria,6044132,2018-11-03,SYR48562,48562,Strategic developments,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,Movement of forces: Military Forces of Turkey transferred 700 Syrian fighters under former Operation Olive Branch from Afrin district to Turkish territory north of Ain al Arab district.,Middle East,Liveuamap; SOHR,Local partner-New media,Change to group/activity,1,1571164397,2018
